probability,start_symbol,end_symbol0,end_symbol1,end_symbol2,end_symbol3,end_symbol4,end_symbol5,end_symbol6,end_symbol7,end_symbol8,end_symbol9,end_symbols
1.0,ROOT,S,nan,nan,nan,nan,nan,nan,nan,nan,nan,"(S,)"
0.1275786100540757,S,IP,VP,nan,nan,nan,nan,nan,nan,nan,nan,"(IP, VP)"
0.8831658291457286,IP,maj,nan,nan,nan,nan,nan,nan,nan,nan,nan,"(maj,)"
0.0011123470522803114,maj,하기야,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('하기야',)"
0.25644204041769963,VP,NP,VP,nan,nan,nan,nan,nan,nan,nan,nan,"(NP, VP)"
0.2779963467753267,NP,ncn,nan,nan,nan,nan,nan,nan,nan,nan,nan,"(ncn,)"
5.4990376684080284e-05,ncn,짐승도,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('짐승도',)"
0.09894072571557358,VP,VP,VP,nan,nan,nan,nan,nan,nan,nan,nan,"(VP, VP)"
0.16764330253174067,VP,NP,pvg,nan,nan,nan,nan,nan,nan,nan,nan,"(NP, pvg)"
0.000351271603203597,NP,ADVP,pvg,nan,nan,nan,nan,nan,nan,nan,nan,"(ADVP, pvg)"
0.8943089430894309,ADVP,mag,nan,nan,nan,nan,nan,nan,nan,nan,nan,"(mag,)"
0.032856590645535366,mag,잘,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('잘',)"
0.00013061650992685477,pvg,가르치기만,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('가르치기만',)"
0.003918495297805642,pvg,하면,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('하면',)"
0.10851926977687627,VP,VP,AUXP,nan,nan,nan,nan,nan,nan,nan,nan,"(VP, AUXP)"
0.06986702727067838,VP,NP,ncpa,nan,nan,nan,nan,nan,nan,nan,nan,"(NP, ncpa)"
0.02494028382745539,NP,MODP,ncn,nan,nan,nan,nan,nan,nan,nan,nan,"(MODP, ncn)"
0.7442502299908004,MODP,mmd,nan,nan,nan,nan,nan,nan,nan,nan,nan,"(mmd,)"
0.04315659679408138,mmd,어느,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('어느',)"
0.00016497113005224087,ncn,정도는,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('정도는',)"
0.0001497678598172832,ncpa,순치될,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('순치될',)"
0.08944815039417829,AUXP,nbn,paa,sf,nan,nan,nan,nan,nan,nan,nan,"(nbn, paa, sf)"
0.17083946980854198,nbn,수,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('수',)"
0.07496339677891654,paa,있다,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('있다',)"
0.973963548968556,sf,.,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('.',)"
0.14620468656118565,S,ADJP,nan,nan,nan,nan,nan,nan,nan,nan,nan,"(ADJP,)"
0.15672676837725383,ADJP,NP,ADJP,nan,nan,nan,nan,nan,nan,nan,nan,"(NP, ADJP)"
0.05971617254461149,NP,VP,ncn,nan,nan,nan,nan,nan,nan,nan,nan,"(VP, ncn)"
0.004234259004674182,ncn,사람이,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('사람이',)"
0.01002929907595222,VP,VP,pvg,nan,nan,nan,nan,nan,nan,nan,nan,"(VP, pvg)"
0.038952745849297574,VP,ADVP,VP,nan,nan,nan,nan,nan,nan,nan,nan,"(ADVP, VP)"
0.007730962504831852,mag,스스로,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('스스로',)"
0.004995868079032379,VP,NP,ncn,nan,nan,nan,nan,nan,nan,nan,nan,"(NP, ncn)"
0.00010998075336816057,ncn,만물의,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('만물의',)"
5.4990376684080284e-05,ncn,영장이라,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('영장이라',)"
0.0041797283176593526,pvg,하고,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('하고',)"
0.00013061650992685477,pvg,우쭐대는,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('우쭐대는',)"
0.000384932636788562,ncn,까닭이,nan,nan,nan,nan,nan,nan,nan,nan,nan,"('까닭이',)"
